ordem;processo;area;pontuacao_nao_calibrada;resultado_historico;rodada
109;803.212/2013;663;0.6992070812903728;0;8
110;300.181/2009;147;0.6989586781680791;0;8
111;301.147/2009;419;0.6972822985204216;0;8
112;811.043/2016;863;0.6939510286223286;1;8
113;866.370/2016;1909;0.6934997410448658;0;8
114;810.414/2017;3949;0.692224711409154;0;8
115;866.557/2017;3406;0.6921084723007457;0;8
116;303.340/2018;4278;0.6918337501964759;1;8
117;811.070/2017;866;0.6907894064934571;0;8
118;300.939/2019;3900;0.6905502574795698;0;8
119;810.117/2018;786;0.6898045578443441;0;8
120;300.091/2020;3598;0.687827624721672;0;8
121;820.768/2006;4957;0.6873325499951266;0;8
122;826.562/2016;4051;0.6867821917435608;0;8
123;806.125/2017;747;0.6843898900417422;0;8
124;803.073/2009;631;0.682983813746144;1;8
125;800.493/2011;557;0.6828282957924708;0;8
126;848.255/2019;1464;0.6802636719823999;0;8
127;803.164/2018;648;0.6799112642159979;0;8
128;890.278/2016;2186;0.6794011303566695;1;8
129;826.393/2017;1095;0.6786124155768937;0;8
130;815.742/2016;942;0.6781977349877614;0;8
131;860.219/2018;4445;0.6772662531467302;0;8
132;860.388/2014;4460;0.6765387832129005;1;8
133;803.010/2018;615;0.6764816538376107;0;8
134;848.661/2010;1492;0.6758078835691806;0;8
135;300.430/2017;2379;0.6755203040907757;1;8
136;811.688/2015;2395;0.6753539525922734;0;8
137;846.450/2007;3713;0.6752744857982553;0;8
138;820.205/2011;980;0.6732281402321338;0;8
139;840.010/2018;1371;0.6731542615471365;0;8
140;806.288/2012;769;0.6731400754240573;0;8
141;848.210/2016;4090;0.6720890583275128;0;8
142;803.081/2016;637;0.6715415190884865;0;8
143;810.413/2017;812;0.6710847159586084;0;8
144;300.777/2017;321;0.6708879331056836;0;8
145;848.071/2017;1421;0.670298250585499;0;8
146;861.936/2005;4131;0.6696834207592126;0;8
147;300.436/2018;215;0.668300565982401;1;8
148;300.921/2019;372;0.6679138250118022;0;8
149;861.165/2015;4477;0.6671858429398445;1;8
